X.5,X.4,X.3,X.1,X,Unnamed..0,StartDate,EndDate,Status,IPAddress,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,PROLIFICID,CONSENT,EXPGRP,CHIN_SPECIFIC,CHIN_SPECIFIC_6_TEXT,NONASIA_SPECIFIC,NONASIA_SPECIFIC_19_TEXT,NonWNonA_Specific,NonWNonA_Specific_7_TEXT,NonWNonA_Specific_14_TEXT,OTHER_RACE_1,OTHER_RACE_2,OTHER_RACE_3,OTHER_RACE_4,OTHER_RACE_5,OTHER_RACE_6,OTHER_RACE_7,OTHER_RACE_4_TEXT,OTHER_RACE_5_TEXT,OTHER_RACE_6_TEXT,OTHER_RACE_7_TEXT,DOB_1,DOB_2,DOB_3,SEX,SEX_4_TEXT,EDUCATION_1,EDUCATION_2,EDUCATION_3,COUNTRY_BORN,COUNTRY_BORN_2_TEXT,BIRTHCTRY_RESIDENCE,OTHER_COUNTRIES.1_1_TEXT,OTHER_COUNTRIES.1_1_1,OTHER_COUNTRIES.1_2_TEXT,OTHER_COUNTRIES.1_2_1,OTHER_COUNTRIES.1_3_TEXT,OTHER_COUNTRIES.1_3_1,OTHER_COUNTRIES.1_4_TEXT,OTHER_COUNTRIES.1_4_1,OTHER_COUNTRIES.1_5_TEXT,OTHER_COUNTRIES.1_5_1,OTHER_COUNTRIES.1_6_TEXT,OTHER_COUNTRIES.1_6_1,OTHER_COUNTRIES.1_7_TEXT,OTHER_COUNTRIES.1_7_1,OTHER_COUNTRIES.1_8_TEXT,OTHER_COUNTRIES.1_8_1,FIRST_LANGUAGE,FIRST_LANGUAGE_2_TEXT,OTHER_LANGUAGES,OCCUPATION,HH_INCOME,COVSCRN01,COVSCRN02_P,COVSCRN03,EXPGRP_TEXT,CHIN_SPECIFIC_TEXT,CONTINENT_BORN_TEXT_1,CONTINENT_BORN_TEXT_2,CONTINENT_BORN_TEXT_3,HAS_LIVED_USA,HH_INCOME_TEXT,DOB_YEAR,DOB_YEAR_PERIODE,EDUCATION_1_TEXT,SEX_TEXT,demo_class,X.2,AMBI_BIG5_Neuroticism,AMBI_BIG5_Extraversion,AMBI_BIG5_Openness,AMBI_BIG5_Agreeableness,AMBI_BIG5_Conscientiousness,covmis_att_flu,covmis_att_afrDie,covmis_att_eldrNoBgDl,covmis_att_rareNoWorr,covmis_att_bgThrt,covmis_cnsp_ctiusAsian,covmis_cnsp_stpCovStpImmi,covmis_cnsp_redIntWthChina,covmis_cnsp_chnsCovRcst,covmis_orgn_covPlnnd,covmis_orgn_covNat,covmis_orgn_covNgeenLab,covmis_orgn_scntFkNwsCov,covmis_pltc_polBgDlIntrst,covmis_pltc_covNtSerPolSay,covmis_pltc_polDwnplCovPlpLDngr,covmis_cvrg_mdiaCovBgrDl,covmis_cvrg_nwsGdJbComCov,covmis_cvrg_mdiaUseCovMkTrmpRepLkBd,covmis_anti_frGovUseCovMndtVacc,covmis_anti_thnksNoCovVacc,covmis_anti_covVacEffRedVirus,covmis_mdsk_medOrgUntrust,covmis_mdsk_skeptInfoDocSci,covmis_mdsk_medOrgRecBstInt,covmis_mdsk_fllwRecMedOrgImp,cov_class,covqual_class,age_education,neuroticism_qual,extraversion_qual,openness_qual,conscientiousness_qual,agreeableness_qual,covqual_class_2,EDUCATION_2_TEXT,DOB_AGE_BRACKET,HH_INCOME_TEXT2,CovidSkepticism,CovidSkepticism2,CovidSkepticism2norm,ID
11,11,11,11,10,12,6/4/2020 17:33,6/4/2020 18:02,0,86.141.38.109,100,1689,1,6/4/2020 18:02,R_2Ufp4mEO9WydTvS,NA,NA,NA,NA,50.73739624,-3.470794678,anonymous,EN,0.9,5d66eff4d1b1b0001c4794f1,1,2,1,-99,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,11,87,2,-99,7,5,5,2,CHINA,22,USA,6,UNITED KINGDOM,5.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Chinese,English,University professor,6,3,NA,NA,Chinese,Mainland Chinese,Developping Asia,Asia,Southern Country (Poorer),TRUE,"$100,000 to $200,000",1987,"(1985,1995]",Doctoral degree,Female,3,11,-1.47558262320341,0.316791296271,0.028034897385949602,-0.368101792615374,0.629856450800639,5,6,4,3,4,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,1,4,2,1,2,2,3,1,25 - 45y_Graduate degree,weak,middle,middle,middle,middle,Believers,Graduate degree,25 - 35y,"$70,000 or more",17.5081703426959,23.5932128836236,3.55195399488091,11
12,12,12,12,11,13,6/4/2020 17:25,6/4/2020 18:02,0,89.214.75.47,100,2236,1,6/4/2020 18:02,R_2wKtUwX8qNAe2YF,NA,NA,NA,NA,38.67810059,-9.156600952,anonymous,EN,0.9,5dc5a880dbe8c8426f027140,1,1,NA,,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,9,10,94,1,-99,3,1,1,2,PORTUGAL,26,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Portuguese,English,Salesman,3,3,NA,NA,White,NA,Western Europe,Europe,Northern Country (Richer),FALSE,"$30,000 to $50,000",1994,"(1985,1995]",Some college but no degree,Male,6,12,-1.15249577358152,1.55906509874326,1.16866903954734,0.393463702665931,0.89173642427188,6,5,1,1,1,1,1,1,1,2,3,6,5,1,1,1,1,4,2,1,1,1,5,4,2,2,2,1,25 - 45y_No college degree,weak,high,high,high,middle,Believers,No college degree,25 - 35y,"$30,000 to $70,000",22.1435677904813,19.3683151403584,3.28174480203902,12
13,13,13,13,12,14,6/4/2020 17:26,6/4/2020 18:02,0,90.249.123.213,100,2176,1,6/4/2020 18:02,R_7a13e8gHmPMyzuh,NA,NA,NA,NA,54.582901,-5.932601929,anonymous,EN,0.9,5e832497cd1a1403b14e6fad,1,1,NA,,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,-99,-99,-99,-99,6,22,90,2,-99,5,6,6,2,UNITED KINGDOM,30,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,Retail Manger,2,3,NA,NA,White,NA,Western Europe,Europe,Northern Country (Richer),FALSE,"$10,000 to $30,000",1990,"(1985,1995]",Bachelor's degree in college,Female,6,13,1.3817438919561,1.26013976822072,1.15451244408645,0.39232580029452,-2.3529824000806,2,4,1,1,2,1,1,1,1,1,3,2,1,2,1,1,2,5,1,2,1,1,1,1,1,1,1,1,25 - 45y_College degree,high,high,high,weak,middle,Believers,College degree,25 - 35y,"Less than $30,000",7.96053683066101,11.4903097609443,2.6618118549475,13
14,14,14,14,13,15,6/4/2020 17:31,6/4/2020 18:04,0,143.176.77.212,100,2007,1,6/4/2020 18:04,R_2fD8nYMVZtlHABp,NA,NA,NA,NA,51.57789612,5.07460022,anonymous,EN,0.9,5eb67f0ab2ecf70008bcb7ef,1,1,NA,,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,-99,-99,-99,-99,4,6,101,2,-99,2,2,2,2,NETHERLANDS,20,NONE,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Dutch,"English, French, German",Student,3,3,NA,NA,White,NA,Western Europe,Europe,Northern Country (Richer),FALSE,"$30,000 to $50,000",2001,"(1995,2005]",High school graduate,Female,6,14,0.38198996197403,-1.15698961248892,0.492360824589287,0.292296134836307,-0.74420237831537706,3,6,2,1,4,1,3,1,1,1,1,1,2,4,2,1,2,3,2,1,2,3,1,1,1,1,3,1,-25y_No college degree,middle,weak,high,middle,middle,Believers,No college degree,-25y,"$30,000 to $70,000",13.7382556440334,20.02726852918,3.3260676053427,14
15,15,15,15,14,16,6/4/2020 17:40,6/4/2020 18:06,0,78.229.20.133,100,1548,1,6/4/2020 18:06,R_1nZ9AjM9DAyzy8R,NA,NA,NA,NA,48.54510498,7.343200684,anonymous,EN,0.9,5ea9549ea50bc3028efb7442,1,1,NA,,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,-99,-99,-99,-99,10,19,98,1,-99,5,2,2,2,TURKIYE,4,FRANCE,19,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Turkish,French and english,Civil engineer,2,3,NA,NA,White,NA,Middle East,Asia,Southern Country (Poorer),FALSE,"$10,000 to $30,000",1998,"(1995,2005]",Bachelor's degree in college,Male,6,15,1.08688994009808,-0.288209276991915,-1.3719453451766,-1.04186842716637,-0.49786163569974,4,5,4,3,1,1,1,3,1,6,4,5,5,4,4,3,6,3,4,4,5,6,5,5,3,4,4,3,-25y_College degree,high,middle,middle,middle,middle,Skeptics,College degree,-25y,"Less than $30,000",50.5811043464981,55.230515001089,4.99560471904877,15
16,16,16,16,15,17,6/4/2020 17:43,6/4/2020 18:06,0,2.81.48.144,100,1390,1,6/4/2020 18:06,R_2OZ2nIDQvWbVWsY,NA,NA,NA,NA,41.20829773,-8.282806396,anonymous,EN,0.9,5c45d2a7780d3e0001e2a619,1,1,NA,,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,7,20,96,1,-99,5,2,2,2,SPAIN,23,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,spanish,"spanish, english",unemployed,2,3,NA,NA,White,NA,Western Europe,Europe,Northern Country (Richer),FALSE,"$10,000 to $30,000",1996,"(1995,2005]",Bachelor's degree in college,Male,6,16,0.199277819366861,0.348387115847198,0.444331358261488,-0.690165859933576,0.406130250192649,2,5,1,1,3,2,2,3,5,5,5,5,6,6,3,2,4,4,5,6,4,4,5,3,4,3,4,3,-25y_College degree,middle,middle,high,middle,middle,Skeptics,College degree,-25y,"Less than $30,000",50.2962285122999,50.1433294250691,4.80574088773725,16
17,17,17,17,16,18,6/4/2020 17:38,6/4/2020 18:08,0,93.32.73.161,100,1797,1,6/4/2020 18:08,R_2zSeufQlgjXkLVe,NA,NA,NA,NA,45.47070313,9.188903809,anonymous,EN,0.9,5dde894d83e309df96b835a2,1,1,NA,,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,8,20,98,2,-99,2,5,3,2,ITALY,22,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Italian,English,Student,3,3,NA,NA,White,NA,Western Europe,Europe,Northern Country (Richer),FALSE,"$30,000 to $50,000",1998,"(1995,2005]",High school graduate,Female,6,17,0.314214418968533,0.893165408292425,0.582265866650227,1.25565465597172,0.745038906634692,2,6,2,2,3,1,1,1,1,1,1,1,2,1,1,3,3,5,3,1,1,1,1,1,1,1,1,1,-25y_No college degree,middle,middle,high,high,high,Believers,No college degree,-25y,"$30,000 to $70,000",10.7499051818414,17.0185953410017,3.11589070524902,17
18,18,18,18,17,19,6/4/2020 17:43,6/4/2020 18:08,0,93.174.24.30,100,1476,1,6/4/2020 18:08,R_3GribZwvQXrdSze,NA,NA,NA,NA,52.24920654,21.00030518,anonymous,EN,0.9,5e6365ff8bec3a0e941a3556,1,1,NA,,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,8,29,101,1,-99,2,5,5,2,POLAND,20.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Polish,"English, German, Spanish",IT Specialist,2,3,NA,NA,White,NA,Central Eastern Europe,Europe,Southern Country (Poorer),FALSE,"$10,000 to $30,000",2001,"(1995,2005]",High school graduate,Male,7,18,1.08018127422813,-0.988422384344471,-0.0935041595097386,0.382063072491264,-0.771434321118506,4,6,1,1,2,4,6,4,6,4,3,2,5,6,2,3,3,1,3,1,1,1,4,5,4,3,2,2,-25y_No college degree,high,weak,middle,middle,middle,Believers,No college degree,-25y,"Less than $30,000",38.3008179545975,30.6002561213249,3.94233740789394,18
19,19,19,19,18,20,6/4/2020 17:49,6/4/2020 18:08,0,78.10.208.35,100,1174,1,6/4/2020 18:08,R_2TCdgWO75KSZwVH,NA,NA,NA,NA,50.2545929,18.99740601,anonymous,EN,0.9,5ddd2b7887c1fdc8d0375bd6,1,1,NA,,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,-99,-99,-99,-99,1,12,88,1,-99,6,4,6,2,POLAND,32,ENGLAND,15,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,polish,-99,fqa tester,2,3,NA,NA,White,NA,Central Eastern Europe,Europe,Southern Country (Poorer),FALSE,"$10,000 to $30,000",1988,"(1985,1995]",Master's degree,Male,6,19,0.0913650032296119,0.260791947888371,0.681033597997423,0.125713349187766,-1.16102430701005,3,6,1,2,4,4,1,3,3,1,2,2,4,4,5,1,4,1,3,4,1,1,3,1,3,1,3,2,25 - 45y_Graduate degree,middle,middle,high,weak,middle,Believers,Graduate degree,25 - 35y,"Less than $30,000",27.7032862670226,32.0985768606311,4.01863471258273,19
20,20,20,20,19,21,6/4/2020 17:39,6/4/2020 18:08,0,109.80.186.85,100,1744,1,6/4/2020 18:08,R_xsmVD1q8UuuY9RT,NA,NA,NA,NA,49.58799744,17.24839783,anonymous,EN,0.9,5e5adda02ced422defcc7765,1,1,NA,,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5,31,97,1,-99,5,6,3,2,CZECHIA,24,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Czech,English,Student of Master's degree in applied informatics,2,3,NA,NA,White,NA,Central Eastern Europe,Europe,Southern Country (Poorer),FALSE,"$10,000 to $30,000",1997,"(1995,2005]",Bachelor's degree in college,Male,7,20,-0.666584224632639,-1.08181391170996,-1.361363361568,-0.615467495415755,0.557609350055374,4,4,1,2,6,1,4,1,6,2,3,3,2,6,4,1,6,5,3,5,2,2,6,3,3,3,4,2,-25y_College degree,middle,weak,middle,middle,middle,Believers,College degree,-25y,"Less than $30,000",42.0278085617482,42.503756919641,4.49754261615886,20
21,21,21,21,20,22,6/4/2020 17:38,6/4/2020 18:08,0,91.105.27.214,100,1810,1,6/4/2020 18:09,R_3GrMsaUqi9fdj7b,NA,NA,NA,NA,56.78529358,23.93809509,anonymous,EN,0.9,5e7d14363629230c5f6cdd0c,1,1,NA,,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,11,17,99,2,-99,2,6,4,2,LATVIA,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Latvian,"english,russian",salesperson,2,3,NA,NA,White,NA,Central Eastern Europe,Europe,Southern Country (Poorer),FALSE,"$10,000 to $30,000",1999,"(1995,2005]",High school graduate,Female,7,21,1.71189555057828,-1.62651212751658,-0.42241721191966,-0.804002602424079,-1.70643734124402,4,6,4,2,3,1,2,2,1,2,3,1,1,4,3,4,4,3,3,3,1,3,1,1,1,1,3,2,-25y_No college degree,high,weak,middle,weak,middle,Believers,No college degree,-25y,"Less than $30,000",22.9775161056302,34.2984031806011,4.12688287505485,21
22,22,22,22,21,23,6/4/2020 17:51,6/4/2020 18:09,0,73.12.146.197,100,1027,1,6/4/2020 18:09,R_1gzHGaY3BjDL8YX,NA,NA,NA,NA,38.47990417,-121.4450989,anonymous,EN,0.9,5e5ca080bb37ff47b09dd4cc,1,2,1,-99,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,-99,-99,-99,Taiwanese,4,4,96,2,-99,5,5,5,2,CHINA,3,USA,22,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Mandarin,English,Product Designer,6,3,NA,NA,Chinese,Mainland Chinese,Developping Asia,Asia,Southern Country (Poorer),TRUE,"$100,000 to $200,000",1996,"(1995,2005]",Bachelor's degree in college,Female,3,22,1.26427453062819,1.14265538467209,-0.14499401030605,0.572952979318173,1.0046849204445,5,5,1,2,1,1,2,1,1,3,5,5,3,6,3,2,4,5,5,2,2,1,2,2,2,1,3,1,-25y_College degree,high,high,middle,high,middle,Believers,College degree,-25y,"$70,000 or more",30.8075131458429,40.7682279096531,4.42298284877676,22
23,23,23,23,22,24,6/4/2020 17:39,6/4/2020 18:09,0,98.224.85.32,100,1794,1,6/4/2020 18:09,R_2Qt86ca4UKDNzQN,NA,NA,NA,NA,38.6710968,-121.1495056,anonymous,EN,0.9,5e893dfa3d71b05d94077877,1,2,4,-99,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10,7,93,1,-99,5,2,2,2,HONG KONG,2,USA,25,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Cantonese,English,Business Analyst,4,3,NA,NA,Chinese,Hongkongese,4Tigers and Japan,Asia,Northern Country (Richer),TRUE,"$50,000 to $70,000",1993,"(1985,1995]",Bachelor's degree in college,Male,4,23,-1.66920068465282,0.980224171103148,-0.467173884932513,1.16778213682035,0.585661649936595,3,6,1,1,3,2,1,2,3,1,1,1,1,6,1,1,3,3,3,2,1,2,1,1,1,1,3,1,25 - 45y_College degree,weak,middle,middle,middle,high,Believers,College degree,25 - 35y,"$30,000 to $70,000",15.4915585739483,21.3806303628388,3.41443276450283,23
24,24,24,24,23,25,6/4/2020 17:35,6/4/2020 18:09,0,93.51.17.41,100,2021,1,6/4/2020 18:09,R_22Q902Qeh3NKFx9,NA,NA,NA,NA,45.07249451,7.687698364,anonymous,EN,0.9,5e823e98787e610c268f289a,1,1,NA,,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,28,97,1,-99,5,6,4,2,ITALY,24,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,italian,"english, french, portuguese",student,1,3,NA,NA,White,NA,Western Europe,Europe,Northern Country (Richer),FALSE,"Less than $10,000",1997,"(1995,2005]",Bachelor's degree in college,Male,7,24,1.11468173549948,0.176485499931601,0.899563188003484,-0.935109606585365,1.02936180112901,2,5,2,2,5,1,1,1,1,1,1,1,1,6,2,1,4,6,1,1,1,1,1,1,1,1,3,1,-25y_College degree,high,middle,high,high,middle,Believers,College degree,-25y,"Less than $30,000",13.8180460494811,22.9474129564337,3.51264382013192,24
25,25,25,25,24,26,6/4/2020 17:44,6/4/2020 18:09,0,85.241.134.83,100,1509,1,6/4/2020 18:09,R_264p8tdBsZ4KPTY,NA,NA,NA,NA,39.02360535,-8.976898193,anonymous,EN,0.9,5c5b1bc700ef3c00012b9971,1,1,NA,,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,20,98,2,-99,6,5,7,2,PORTUGAL,23,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Portuguese,"English, French, Spanish",Student,4,3,NA,NA,White,NA,Western Europe,Europe,Northern Country (Richer),FALSE,"$50,000 to $70,000",1998,"(1995,2005]",Master's degree,Female,6,25,0.696672990586937,0.324868459727074,0.893243682625521,0.323976065123641,-0.644409004472788,3,4,1,1,3,1,3,3,1,1,1,1,1,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,-25y_Graduate degree,high,middle,high,middle,middle,Believers,Graduate degree,-25y,"$30,000 to $70,000",7.77188684750183,9.66614046900641,2.4835444200502,25
26,26,26,26,25,27,6/4/2020 17:47,6/4/2020 18:09,0,2.123.109.189,100,1364,1,6/4/2020 18:09,R_2rkIe4yAJ0GW5TE,NA,NA,NA,NA,51.40229797,0.045806885,anonymous,EN,0.9,5ea42163ba2bb33c2191a18f,1,1,NA,,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6,6,93,2,-99,6,5,2,2,PORTUGAL,26,UNITED KINGDOM,1.1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,portuguese,english,architect,4,3,NA,NA,White,NA,Western Europe,Europe,Northern Country (Richer),FALSE,"$50,000 to $70,000",1993,"(1985,1995]",Master's degree,Female,6,26,-0.627820322980116,0.0903810949243424,-0.291463573253527,0.100960303417461,-0.554157718574154,2,5,1,2,2,2,1,1,5,3,4,5,3,4,2,2,2,5,1,2,1,2,3,2,2,2,2,1,25 - 45y_Graduate degree,middle,middle,middle,middle,middle,Believers,Graduate degree,25 - 35y,"$30,000 to $70,000",25.6725392805111,26.042605858567,3.69546025854371,26
27,27,27,27,26,28,6/4/2020 17:25,6/4/2020 18:09,0,93.34.84.213,100,2653,1,6/4/2020 18:09,R_Z2hFCdSJAtyCpC9,NA,NA,NA,NA,44.40280151,8.944793701,anonymous,EN,0.9,5ea31997ad3e960e0f5a1de4,1,1,NA,,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,25,100,2,-99,2,2,2,2,ITALY,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Italian,English,Student,2,3,NA,NA,White,NA,Western Europe,Europe,Northern Country (Richer),FALSE,"$10,000 to $30,000",2000,"(1995,2005]",High school graduate,Female,6,27,0.512808861234669,0.366244731536567,-0.132729387329442,-0.0122226587008233,-1.31104552254161,1,4,2,1,3,1,2,1,1,2,3,2,4,4,2,1,3,3,2,1,1,1,3,2,3,1,3,1,-25y_No college degree,middle,middle,middle,weak,middle,Believers,No college degree,-25y,"Less than $30,000",18.7094694403349,20.605626869108,3.36425493309117,27
28,28,28,28,27,29,6/4/2020 17:34,6/4/2020 18:10,0,46.69.177.89,100,2133,1,6/4/2020 18:10,R_2dhUFkvgbSI6hpM,NA,NA,NA,NA,51.5243988,-0.195404053,anonymous,EN,0.9,5c38ecd446e3960001c105fa,1,1,NA,,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,7,20,96,2,-99,5,3,3,2,UNITED KINGDOM,24.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,Veterinary Nurse,2,3,NA,NA,White,NA,Western Europe,Europe,Northern Country (Richer),FALSE,"$10,000 to $30,000",1996,"(1995,2005]",Bachelor's degree in college,Female,6,28,0.326031820000649,-0.653249763109416,-0.120725697262515,-0.252491372387887,0.341486869557638,1,5,1,1,2,1,4,1,1,2,2,2,1,1,1,2,1,5,1,1,2,3,2,1,2,2,1,1,-25y_College degree,middle,middle,middle,middle,middle,Believers,College degree,-25y,"Less than $30,000",11.3840939016313,10.7991068188171,2.59640985795771,28
29,29,29,29,28,30,6/4/2020 17:38,6/4/2020 18:10,0,85.138.203.200,100,1891,1,6/4/2020 18:10,R_1Ib1evD4I2bswsp,NA,NA,NA,NA,38.87089539,-9.068206787,anonymous,EN,0.9,5dcef784e6e6d8000cc6095e,1,1,NA,,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,-99,-99,-99,-99,1,22,99,2,-99,6,2,4,2,PORTUGAL,22,PORTUGAL,22,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Portuguese,"English, Spanish, French",Dentist,4,3,NA,NA,White,NA,Western Europe,Europe,Northern Country (Richer),FALSE,"$50,000 to $70,000",1999,"(1995,2005]",Master's degree,Female,6,29,-0.418789798181076,1.00839415022855,1.68141647449392,1.55421701937761,2.05165939874463,1,5,1,1,2,1,2,2,1,1,2,1,1,3,2,2,3,3,3,1,1,1,1,1,1,1,1,1,-25y_Graduate degree,middle,middle,high,high,high,Believers,Graduate degree,-25y,"$30,000 to $70,000",10.7069777655888,15.8041510614809,3.02475025802836,29
30,30,30,30,29,31,6/4/2020 17:44,6/4/2020 18:10,0,93.108.142.126,100,1577,1,6/4/2020 18:10,R_3ne2cVlEzpfIpMf,NA,NA,NA,NA,38.71740723,-9.132095337,anonymous,EN,0.9,5d2cd6efce04670001b0ea04,1,1,NA,,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,11,19,101,1,-99,2,2,1,2,PORTUGAL,19,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Portuguese,English,Student,2,3,NA,NA,White,NA,Western Europe,Europe,Northern Country (Richer),FALSE,"$10,000 to $30,000",2001,"(1995,2005]",High school graduate,Male,6,30,1.57052238234612,-0.81114842882587,1.28851505746274,-0.515772961851214,-2.04192417312397,1,6,1,2,5,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,-25y_No college degree,high,middle,high,weak,middle,Believers,No college degree,-25y,"Less than $30,000",5.4176120546799,7.05998124448347,2.18956416827741,30
31,31,31,31,30,32,6/4/2020 17:43,6/4/2020 18:10,0,94.254.176.18,100,1644,1,6/4/2020 18:10,R_1oqnlzxHgCmuQ0a,NA,NA,NA,NA,50.25050354,19.0447998,anonymous,EN,0.9,5e7293fcbf3cc50a9376ec68,1,1,NA,,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,-99,-99,-99,-99,3,15,93,2,-99,6,6,5,2,POLAND,4,IRELAND,-99,USA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Polish,"English, spanish, french",Graphic designer,3,3,NA,NA,White,NA,Central Eastern Europe,Europe,Southern Country (Poorer),TRUE,"$30,000 to $50,000",1993,"(1985,1995]",Master's degree,Female,6,31,0.776857410425588,-0.947330281865555,1.10245733068931,-2.63056807841135,0.886375595110196,1,6,6,2,1,1,1,1,1,1,1,1,1,5,1,2,5,3,2,1,1,1,1,1,1,1,3,1,25 - 45y_Graduate degree,high,weak,high,high,weak,Believers,Graduate degree,25 - 35y,"$30,000 to $70,000",13.3000204537085,22.7760762136252,3.50210351347369,31
32,32,32,32,31,33,6/4/2020 17:52,6/4/2020 18:10,0,69.114.209.125,100,1106,1,6/4/2020 18:11,R_3plPLRyUydqkFGE,NA,NA,NA,NA,40.64460754,-73.97429657,anonymous,EN,0.9,5ebc4060024f2a044fc90244,1,2,1,-99,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,11,22,101,1,-99,2,1,1,1,-99,20,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Chinese,English,Student,3,3,NA,NA,Chinese,Mainland Chinese,USA,USA,USA,TRUE,"$30,000 to $50,000",2001,"(1995,2005]",High school graduate,Male,2,32,0.439998301488817,-0.333890611171736,-0.636860032101411,-0.68287444819921,-1.80538530243824,2,3,2,2,3,3,2,2,3,2,2,2,2,3,3,2,3,3,3,3,1,2,1,2,3,3,2,2,-25y_No college degree,middle,middle,middle,weak,middle,Believers,No college degree,-25y,"$30,000 to $70,000",23.0065723297316,24.3511493572399,3.59727643522924,32
